"ROG4","ROG3","JSMapIDProvince","FlashMapID","Adm1Name","CommonAbbrev","AltName","Adm1NameHindi","Popl","Title","ProvCap","RefYear","AreaMiles","AreaKm","SecurityLevel","FlashMapZoom","FlashMapZoomX","FlashMapZoomY","FlashMapZoomDistrict","FlashMapZoomDistrictX","FlashMapZoomDistrictY","DisplayFirst","Comments","Source","EditName","EditDate"
"TU63","TU",,,"Sanliurfa",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU64","TU",,,"Usak",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU65","TU",,,"Van",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU66","TU",,,"Yozgat",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU68","TU",,,"Ankara",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU69","TU",,,"Gumushane",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU70","TU",,,"Hakkari",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU71","TU",,,"Konya",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU72","TU",,,"Mardin",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU73","TU",,,"Nigde",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU74","TU",,,"Siirt",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU75","TU",,,"Aksaray",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU76","TU",,,"Batman",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU77","TU",,,"Bayburt",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU78","TU",,,"Karaman",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU79","TU",,,"Kirikkale",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU80","TU",,,"Sirnak",,,,,"province/il",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TU81","TU",,,"Adana",,,,,"province/il",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU82","TU",,,"Cankiri",,,,,"province/il",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU83","TU",,,"Gaziantep",,,,,"province/il",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU84","TU",,,"Kars",,,,,"province/il",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU85","TU",,,"Zonguldak",,,,,"province/il",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU86","TU",,,"Ardahan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU87","TU",,,"Bartin Ili",,,,,,,,,,,,,,,,,,,"NIMA","BM",11/6/2008 0:00:00
"TU88","TU",,,"Igdir",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU89","TU",,,"Karabuk",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU90","TU",,,"Kilis",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU91","TU",,,"Osmaniye",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU92","TU",,,"Yalova",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TU93","TU",,,"Duzce",,,,,,,,,,0,,,,,,,,,"GMI","BM",6/2/2004 0:00:00
"TV01","TV",,,"Funafuti",,,,4492.00,,,,1,3,,,,,,,,,"Fongafale","www.statoids.com","BM",5/7/2009 0:00:00
"TV02","TV",,,"Nanumanga",,,,589.00,,,,1,3,,,,,,,,,"Tonga","www.statoids.com","BM",5/7/2009 0:00:00
"TV03","TV",,,"Nanumea",,,,664.00,,,,2,4,,,,,,,,,"Lolua","www.statoids.com","BM",5/7/2009 0:00:00
"TV04","TV",,,"Niutao",,,,698.00,,,,1,3,,,,,,,,,"Kua","www.statoids.com","BM",5/7/2009 0:00:00
"TV05","TV",,,"Nui",,,,548.00,,,,1,3,,,,,,,,,"Tanrake","www.statoids.com","BM",5/7/2009 0:00:00
"TV06","TV",,,"Nukufetau",,,,586.00,,,,1,3,,,,,,,,,"Savave","www.statoids.com","BM",5/7/2009 0:00:00
"TV07","TV",,,"Nukulaelae",,,,393.00,,,,1,2,,,,,,,,,"Fangaua","www.statoids.com","BM",5/7/2009 0:00:00
"TV08","TV",,,"Vaitupu",,,,1591.00,,,,2,6,,,,,,,,,"Asau","www.statoids.com","BM",5/7/2009 0:00:00
"TW01","TW",,,"Fu-chien",,,,,"province/sheng",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TW02","TW",,,"Kao-hsiung",,,,,"municipality/shih",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TW03","TW",,,"T'ai-pei",,,,,"municipality/shih",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TW04","TW",,,"T'ai-wan",,,,,"province/sheng",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAA","TW",,,"Chang-hua",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAB","TW",,,"Chia-i",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAC","TW",,,"Chia-i Shih",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAD","TW",,,"Chi-lung Shih",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAE","TW",,,"Hsin-chu Shih",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAF","TW",,,"Hsin-chu",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAG","TW",,,"Hua-lien",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAH","TW",,,"I-lan",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAJ","TW",,,"Miao-li",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAK","TW",,,"Nan-t'ou",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAL","TW",,,"P'eng-hu",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAM","TW",,,"P'ing-tung",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAN","TW",,,"T'ai-chung",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAO","TW",,,"T'ai-chung Shih",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAP","TW",,,"T'ai-nan",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAQ","TW",,,"T'ai-nan Shih",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAS","TW",,,"T'ai-tung",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAT","TW",,,"T'ao-yuan",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TWAU","TW",,,"Yun-lin",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TX01","TX",,,"Ahal",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TX02","TX",,,"Balkan",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TX03","TX",,,"Dashhowuz",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TX04","TX",,,"Lebap",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TX05","TX",,,"Mary",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ02","TZ",,,"Pwani",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ03","TZ",,,"Dodoma",,,,1461000.00,"region","Dodoma",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ04","TZ",,,"Iringa",,,,1427000.00,"region","Iringa",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ05","TZ",,,"Kigoma",,,,1015000.00,"region","Kigoma",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ06","TZ",,,"Kilimanjaro",,,,1308000.00,"region","Moshi",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ07","TZ",,,"Lindi",,,,763000.00,"region","Lindi",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ08","TZ",,,"Mara",,,,1146000.00,"region","Musoma",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ09","TZ",,,"Mbeya",,,,1742000.00,"region","Mbeya",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ10","TZ",,,"Morogoro",,,,1483000.00,"region","Morogoro",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ11","TZ",,,"Mtwara",,,,1050000.00,"region","Mtwara",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ12","TZ",,,"Mwanza",,,,2217000.00,"region","Mwanza",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ13","TZ",,,"Pemba North",,,,163000.00,"region","Pemba North",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ14","TZ",,,"Ruvuma",,,,924000.00,"region","Songea",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ15","TZ",,,"Shinyanga",,,,2092000.00,"region","Shinyanga",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ16","TZ",,,"Singida",,,,934000.00,"region","Singida",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ17","TZ",,,"Tabora",,,,1223000.00,"region","Tabora",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ18","TZ",,,"Tanga",,,,1546000.00,"region","Tanga",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ19","TZ",,,"Kagera",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ20","TZ",,,"Pemba South",,,,151000.00,"region","Chake Chake",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ21","TZ",,,"Zanzibar Central/South",,,,83000.00,"region","Koani",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ22","TZ",,,"Zanzibar North",,,,115000.00,"region","Mkototoni",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ23","TZ",,,"Dar es Salaam",,,,1606000.00,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"TZ24","TZ",,,"Rukwa",,,,820000.00,"region","Sumbawanga",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ25","TZ",,,"Zanzibar Urban/West",,,,246000.00,"region","Zanzibar",1994.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"TZ26","TZ",,,"Arusha",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"TZ27","TZ",,,"Manyara",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG28","UG",,,"Bundibugyo",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG29","UG",,,"Bushenyi",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG31","UG",,,"Hoima",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG33","UG",,,"Jinja",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG34","UG",,,"Kabale",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG36","UG",,,"Kalangala",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG37","UG",,,"Kampala",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG40","UG",,,"Kasese",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG41","UG",,,"Kibale",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG42","UG",,,"Kiboga",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG43","UG",,,"Kisoro",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG46","UG",,,"Kumi",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG56","UG",,,"Mubende",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG58","UG",,,"Nebbi",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG59","UG",,,"Ntungamo",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG61","UG",,,"Rakai",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG65","UG",,,"Adjumani",,,,,,,,,,,,,,,,,,,"HIS","BM",9/9/2002 0:00:00
"UG66","UG",,,"Bugiri",,,,,,,,,,,,,,,,,,,"HIS","BM",9/9/2002 0:00:00
"UG67","UG",,,"Busia",,,,,,,,,,,,,,,,,,,"HIS","BM",9/9/2002 0:00:00
"UG72","UG",,,"Moyo",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UG73","UG",,,"Nakasongola",,,,,,,,,,,,,,,,,,,"HIS","BM",9/9/2002 0:00:00
"UG74","UG",,,"Sembabule",,,,,,,,,,,,,,,,,,,"HIS","BM",9/9/2002 0:00:00
"UG79","UG",,,"Kabarole",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG80","UG",,,"Kaberamaido",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG81","UG",,,"Kamwenge",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG82","UG",,,"Kanungu",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG83","UG",,,"Kayunga",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG84","UG",,,"Kitgum",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG85","UG",,,"Kyenjojo",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG86","UG",,,"Mayuge",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG88","UG",,,"Moroto",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG89","UG",,,"Mpigi",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG90","UG",,,"Mukono",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG91","UG",,,"Nakapiripirit",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG92","UG",,,"Pader",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG93","UG",,,"Rukungiri",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG94","UG",,,"Sironko",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG95","UG",,,"Soroti",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG96","UG",,,"Wakiso",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UG97","UG",,,"Yumbe",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYK","UG",,,"Iganga",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYL","UG",,,"Kotido",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYM","UG",,,"Lira",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYN","UG",,,"Gulu",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UGYO","UG",,,"Apac",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UGYP","UG",,,"Masindi",,,,,,,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UGYQ","UG",,,"Arua",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYR","UG",,,"Oyam",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYS","UG",,,"Maracha",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYT","UG",,,"Amuru",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYU","UG",,,"Dokolo",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYV","UG",,,"Busiki",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYW","UG",,,"Bulisa",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGYX","UG",,,"Abim",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZB","UG",,,"Katakwi",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZC","UG",,,"Tororo",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZD","UG",,,"Masaka",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZE","UG",,,"Pallisa",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZG","UG",,,"Mbarara",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZH","UG",,,"Mbale",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZI","UG",,,"Luwero",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZJ","UG",,,"Kapchorwa",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZK","UG",,,"Kamuli",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZM","UG",,,"Nakaseke",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZN","UG",,,"Mityana",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZO","UG",,,"Manafwa",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZP","UG",,,"Koboko",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZQ","UG",,,"Kiruhura",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZR","UG",,,"Kaliro",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZS","UG",,,"Kabingo",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZT","UG",,,"Kaabong",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZU","UG",,,"Ibanda",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZV","UG",,,"Butaleja",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZW","UG",,,"Bukwa",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZX","UG",,,"Budaka",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZY","UG",,,"Amuria",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UGZZ","UG",,,"Amolatar",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"UK31","UK",,,"Northampton",,,,599300.00,"county","Northampton",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UK70","UK",,,"Londonderry",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UK78","UK",,,"Borders",,,,106200.00,"region","Newton Saint Boswells",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKA1","UK",,,"Barking and Dagenham",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKA2","UK",,,"Barnet",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKA3","UK",,,"Barnsley",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKA4","UK",,,"Bath and North East Somerset",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKA5","UK",,,"Bedfordshire",,,,545700.00,"county","Bedford",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKA6","UK",,,"Bexley",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKA7","UK",,,"Birmingham",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKA8","UK",,,"Blackburn with Darwen",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKA9","UK",,,"Blackpool",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB1","UK",,,"Bolton",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB2","UK",,,"Bournemouth",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB3","UK",,,"Bracknell Forest",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB4","UK",,,"Bradford",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB5","UK",,,"Brent",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB6","UK",,,"Brighton and Hove",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB7","UK",,,"Bristol, City of",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB8","UK",,,"Bromley",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKB9","UK",,,"Buckinghamshire",,,,665900.00,"county","Aylesbury",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKC1","UK",,,"Bury",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKC2","UK",,,"Calderdale",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKC3","UK",,,"Cambridgeshire",,,,693900.00,"county","Cambridge",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKC4","UK",,,"Camden",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKC5","UK",,,"Cheshire",,,,978100.00,"county","Chester",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKC6","UK",,,"Cornwall",,,,482700.00,"county","Truro",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKC7","UK",,,"Coventry",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKC8","UK",,,"Croydon",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKC9","UK",,,"Cumbria",,,,480300.00,"county","Carlisle",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKD1","UK",,,"Darlington",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKD2","UK",,,"Derby",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKD3","UK",,,"Derbyshire",,,,957900.00,"county","Matlock",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKD4","UK",,,"Devon",,,,,,,,,,,,,,,,,,,"HIS","BM",11/6/2008 0:00:00
"UKD5","UK",,,"Doncaster",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKD6","UK",,,"Dorset",,,,678700.00,"county","Dorchester",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKD7","UK",,,"Dudley",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKD8","UK",,,"Durham",,,,607700.00,"county","Durham",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKD9","UK",,,"Ealing",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKE1","UK",,,"East Riding of Yorkshire",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKE2","UK",,,"East Sussex",,,,730900.00,"county","Lewes",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKE3","UK",,,"Enfield",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKE4","UK",,,"Essex",,,,1577500.00,"county","Chelmsford",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKE5","UK",,,"Gateshead",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKE6","UK",,,"Gloucestershire",,,,552700.00,"county","Gloucester",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKE7","UK",,,"Greenwich",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKE8","UK",,,"Hackney",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKE9","UK",,,"Halton",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKF1","UK",,,"Hammersmith and Fulham",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKF2","UK",,,"Hampshire",,,,1616700.00,"county","Winchester",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKF3","UK",,,"Haringey",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKF4","UK",,,"Harrow",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKF5","UK",,,"Hartlepool",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKF6","UK",,,"Havering",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKF7","UK",,,"Herefordshire",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKF8","UK",,,"Hertfordshire",,,,1011200.00,"county","Hertford",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"UKF9","UK",,,"Hillingdon",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
"UKG1","UK",,,"Hounslow",,,,,"county",,,,,,,,,,,,,,"SDA","BM",1/11/2002 0:00:00
